,nam,quy,bien_loi_nhuan_rong,bvps,chi_phi_huy_dong_von,cir,cof,du_no_cho_vay_tren_tien_gui,du_no_cho_vay_tren_tts_co,du_phong_rui_ro_tin_dung_tren_thu_nhap_hoat_dong,eps,ldr,loi_nhuan_sau_thue_tren_thu_nhap_hoat_dong,nim,ocfps,phat_hanh_giay_to_co_gia_tren_tts,roaa,roea,tai_san_sinh_lai_tren_tong_tai_san_co,tang_truong_chi_phi_hdkd,tang_truong_du_no_cho_vay,tang_truong_du_phong_rui_ro_tin_dung,tang_truong_hdkd_truoc_chi_phi_du_phong_rui_ro,tang_truong_huy_dong_von_khach_hang,tang_truong_lnst,tang_truong_lntt,tang_truong_thu_nhap_lai_thuan,tang_truong_thu_phi_dich_vu_thuan,tang_truong_tong_tai_san,tang_truong_von_chu_so_huu,tang_truong_von_dieu_le,tien_gui_khach_hang_tren_tts,tong_von_huy_dong_tren_tts,vcsh_tren_tong_von_huy_dong,vcsh_tren_tts_co,yoea,beta,foreignOwnership,freeFloat,freeShares,insiderOwnership,institutionOwnership,sharesOutstanding,bat_dong_san_dau_tu,cac_khoan_no_nhnn,cac_khoan_phai_thu,cac_khoan_phai_tra,chi_phi_du_phong_rui_ro,chi_phi_hoat_dong,chi_phi_hoat_dong_dich_vu,chi_phi_lai,cho_vay_khach_hang,cho_vay_khach_hang_truoc_du_phong_rui_ro,cho_vay_tctd_khac,chung_khoan_dau_tu,chung_khoan_dau_tu_giu_den_ngay_dao_han,chung_khoan_dau_tu_san_sang_de_ban,chung_khoan_dau_tu_truoc_du_phong_rui_ro,chung_khoan_kinh_doanh,cong_cu_tai_chinh_phai_sinh,cong_cu_tai_chinh_phai_sinh_va_no_tai_chinh,du_no_cho_vay,du_no_cho_vay_khach_hang,du_phong_giam_gia_chung_khoan_dau_tu,du_phong_rui_ro_cho_vay_cac_tctd_khac,du_phong_rui_ro_cho_vay_khach_hang,du_phong_rui_ro_cho_vay_tctd_khac,gop_von_dau_tu_dai_han,lai_lo_hoat_dong_dich_vu,lai_lo_kinh_doanh_ngoai_hoi,lai_lo_mua_ban_ck_dau_tu,lai_lo_mua_ban_ck_kinh_doanh,lai_thuan_hoat_dong_khac,loi_nhuan_hoat_dong_tai_chinh,loi_nhuan_sau_thue,loi_nhuan_truoc_thue,loi_nhuan_tu_hdkd_truoc_du_phong_rui_ro,luu_chuyen_tien_thuan_tu_hoat_dong_kinh_doanh,nguon_huy_dong_co_tinh_lai,phat_hanh_giay_to_co_gia,tai_san_co_dinh,tai_san_co_dinh_huu_hinh,tai_san_co_dinh_vo_hinh,tai_san_co_khac,tai_san_sinh_lai,thu_nhap_hoat_dong,thu_nhap_khac,thu_nhap_lai_thuan,thu_nhap_tu_gop_von_mua_co_phan,thu_nhap_tu_hoat_dong_dich_vu,thu_nhap_tu_lai,thu_nhap_tu_lai_va_hoat_dong_dich_vu,thue_thu_nhap_doanh_nghiep,tien_gui_khach_hang,tien_gui_tai_nhnn,tien_gui_va_vay_tctd_khac,tien_mat_vang_bac_da_quy,tien_va_tuong_duong_tien,tien_vang_gui_cho_vay_tai_tctd_khac,tien_vang_gui_cho_vay_tai_tctd_khac_truoc_rui_ro,tien_vang_gui_tai_tctd_khac,tong_doanh_thu,tong_no,tong_no_va_vcsh,tong_tai_san,tong_von_huy_dong,vay_tctd_khac,von_chu_so_huu,von_dieu_le,von_tai_tro_uy_thac_dau_tu_ngan_hang_chiu_rui_ro,ticker,quarter,year
5995,2013.0,2.0,,8660.5,,,,,,,-654.15,,,,11218.41,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,50857872635.0,,,,,,,,,,,,,,,,,,,,,,,,-153228689112.0,-155573308901.0,,1792059628130.0,,,,3368074176515.0,92306903365.0,,,,,,,,,,-2031965298.0,,,,,52583892500.0,,,,,,,7760505273390.0,,,2412325841435.0,,,POM,2,2013
5996,2013.0,3.0,,8434.23,,,,,,,-786.87,,,,12229.36,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,46524775911.0,,,,,,,,,,,,,,,,,,,,,,,,-65142384371.0,-65142384371.0,,-928253465861.0,,,,3288119817994.0,92343825923.0,,,,,,,,,,1.0,,,,,82533714271.0,,,,,,,7462981720939.0,,,2349300794069.0,,,POM,3,2013
5997,2013.0,4.0,,8587.77,,,,,,,-786.5,,,,5818.97,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,57088537816.0,,,,,,,,,,,,,,,,,,,,,,,,22571711228.0,19607182042.0,,-1169890955983.0,,,,3234311658569.0,91991800459.0,,,,,,,,,,-2580151099.0,,,,,153142892504.0,,,,,,,7493694868591.0,,,2392068409776.0,,,POM,4,2013
5998,2014.0,1.0,,8584.02,,,,,,,-723.09,,,,-3744.69,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,55606917280.0,,,,,,,,,,,,,,,,,,,,,,,,-5611835130.0,-5595178841.0,,-736973474222.0,,,,3171149481824.0,91652230546.0,,,,,,,,,,1.0,,,,,51495053949.0,,,,,,,8414542887411.0,,,2391022169884.0,,,POM,1,2014
5999,2014.0,2.0,,8563.63,,,,,,,-185.39,,,,-11363.35,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,75376745218.0,,,,,,,,,,,,,,,,,,,,,,,,-3456252845.0,-4550277625.0,,-330068718082.0,,,,3137989156316.0,7991246706.0,,,,,,,,,,-1198957792.0,,,,,66944642783.0,,,,,,,8722594075554.0,,,2385343963829.0,,,POM,2,2014
6000,2014.0,3.0,,8545.76,,,,,,,8.62,,,,-8469.7,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,66205800884.0,,,,,,,,,,,,,,,,,,,,,,,,-11102635415.0,-11051151822.0,,-122245741883.0,,,,3059703202981.0,7651676793.0,,,,,,,,,,11328331.0,,,,,30867358498.0,,,,,,,9966935894585.0,,,2380365094299.0,,,POM,3,2014
6001,2014.0,4.0,,8504.85,,,,,,,-91.63,,,,-6618.87,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,77277076357.0,,,,,,,,,,,,,,,,,,,,,,,,-5351264765.0,-4668419813.0,,-654355227334.0,,,,2987811781816.0,7988257579.0,,,,,,,,,,641025795.0,,,,,107032309765.0,,,,,,,9504469457807.0,,,2368972038068.0,,,POM,4,2014
6002,2015.0,1.0,,8312.12,,,,,,,-193.4,,,,-1884.23,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,59645836440.0,,,,,,,,,,,,,,,,,,,,,,,,-33960888800.0,-33927490219.0,,581829206109.0,,,,2927215901971.0,7632159316.0,,,,,,,,,,1.0,,,,,236338784202.0,,,,,,,9152457334151.0,,,2315288493948.0,,,POM,1,2015
6003,2015.0,2.0,,8364.06,,,,,,,-113.74,,,,3450.58,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,73780659798.0,,,,,,,,,,,,,,,,,,,,,,,,18733410999.0,18868928732.0,,1155907505471.0,,,,2847031295992.0,7940034543.0,,,,,,,,,,1.0,,,,,230080310373.0,,,,,,,8125457170624.0,,,2329754111710.0,,,POM,2,2015
6004,2015.0,3.0,,8487.22,,,,,,,49.07,,,,3611.13,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,60727939764.0,,,,,,,,,,,,,,,,,,,,,,,,34247900094.0,34405162830.0,,-77523877216.0,,,,2768178821128.0,7553011278.0,,,,,,,,,,1.0,,,,,167136893536.0,,,,,,,7910193553443.0,,,2364061490538.0,,,POM,3,2015
6005,2015.0,4.0,,8214.6,,,,,,,91.24,,,,7268.25,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,68324776427.0,,,,,,,,,,,,,,,,,,,,,,,,6392540504.0,7574799710.0,,364311711594.0,,,,2698960630072.0,7215861508.0,,,,,,,,,,1176417095.0,,,,,29647070522.0,,,,,,,7098597750015.0,,,2288124113120.0,,,POM,4,2015
6006,2016.0,1.0,,8708.95,,,,,,,322.26,,,,8791.44,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,57714430371.0,,,,,,,,,,,,,,,,,,,,,,,,30388569499.0,30394300847.0,,1006102208904.0,,,,2622662648052.0,6844061062.0,,,,,,,,,,1.0,,,,,27207641159.0,,,,,,,6269801460901.0,,,2425822531779.0,,,POM,1,2016
6007,2016.0,2.0,,8914.0,,,,,,,541.44,,,,4993.35,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,47252236131.0,,,,,,,,,,,,,,,,,,,,,,,,79784823465.0,82271258135.0,,97975109032.0,,,,2548963911674.0,6420971806.0,,,,,,,,,,2359576237.0,,,,,43785169366.0,,,,,,,6140137681819.0,,,2482938180225.0,,,POM,2,2016
6008,2016.0,3.0,,8980.15,,,,,,,461.38,,,,4423.07,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,46545643746.0,,,,,,,,,,,,,,,,,,,,,,,,11947245741.0,12206604860.0,,-236370366336.0,,,,2471865529607.0,6037466436.0,,,,,,,,,,245701911.0,,,,,94463323166.0,,,,,,,6520325926324.0,,,2501363665406.0,,,POM,3,2016
6009,2016.0,4.0,,9602.66,,,,,,,1080.26,,,,2524.35,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,52988610673.0,,,,,,,,,,,,,,,,,,,,,,,,178780093698.0,185360816300.0,,-164565035104.0,,,,2449483964894.0,5626082101.0,,,,,,,,,,6222206293.0,,,,,247548716069.0,,,,,,,7075378015829.0,,,2674758363367.0,,,POM,4,2016
6010,2017.0,1.0,,10374.17,,,,,,,1704.62,,,,2383.7,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,44579911707.0,,,,,,,,,,,,,,,,,,,,,,,,204300015039.0,210724911125.0,,966925101807.0,,,,2385830215979.0,5240342171.0,,,,,,,,,,6016945962.0,,,,,26614405744.0,,,,,,,6277190452261.0,,,2889658993123.0,,,POM,1,2017
6011,2017.0,2.0,,10550.72,,,,,,,1632.56,,,,-1338.54,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,44739591711.0,,,,,,,,,,,,,,,,,,,,,,,,59712753608.0,70915609835.0,,-938829999075.0,,,,2333013660598.0,4831192400.0,,,,,,,,,,11025915794.0,,,,,122287687746.0,,,,,,,7130916478437.0,,,2938834744727.0,,,POM,2,2017
6012,2017.0,3.0,,11484.64,,,,,,,2484.55,,,,461.82,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,46031859475.0,,,,,,,,,,,,,,,,,,,,,,,,249261766296.0,269571014682.0,,265108139843.0,,,,2275925605577.0,4433747545.0,,,,,,,,,,19862086178.0,,,,,108731053861.0,,,,,,,7266734643346.0,,,3198971770950.0,,,POM,3,2017
6013,2017.0,4.0,,12105.62,,,,,,,2499.55,,,,538.94,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,53576725886.0,,,,,,,,,,,,,,,,,,,,,,,,182959134292.0,198426384073.0,,-143084943980.0,,,,2251493888357.0,4036302696.0,,,,,,,,,,15030036627.0,,,,,158164302075.0,,,,,,,7670098249299.0,,,3371943330499.0,,,POM,4,2017
6014,2018.0,1.0,,12859.77,,,,,,,2515.34,,,,-2419.34,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,45438367992.0,,,,,,,,,,,,,,,,,,,,,,,,208697404176.0,225503180696.0,,142915087028.0,,,,2225339427484.0,3638857844.0,,,,,,,,,,16050600918.0,,,,,84577395500.0,,,,,,,7856603771719.0,,,3582006024973.0,,,POM,1,2018
6015,2018.0,2.0,,13447.12,,,,,,,2889.73,,,,1090.54,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,53236302462.0,,,,,,,,,,,,,,,,,,,,,,,,163997538174.0,168598281583.0,,38824376250.0,,,,2187222236568.0,3241412994.0,,,,,,,,,,4209351045.0,,,,,64614322247.0,,,,,,,8181760565895.0,,,3745609220620.0,,,POM,2,2018
6016,2018.0,3.0,,13567.24,,,,,,,2092.08,,,,2226.71,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,51368388334.0,,,,,,,,,,,,,,,,,,,,,,,,27080518245.0,29014705533.0,,581581871591.0,,,,2143666072772.0,2843968141.0,,,,,,,,,,1880000001.0,,,,,182205292615.0,,,,,,,8215923839569.0,,,3779066892574.0,,,POM,3,2018
6017,2018.0,4.0,,13661.46,,,,,,,1551.62,,,,-4319.66,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,64109161886.0,,,,,,,,,,,,,,,,,,,,,,,,32417263153.0,31763546816.0,,-1966535382695.0,,,,2090769265219.0,2446523288.0,,,,,,,,,,-802557893.0,,,,,143297553550.0,,,,,,,10991740327722.0,,,3805311031121.0,,,POM,4,2018
6018,2019.0,1.0,,13398.68,,,,,,,501.95,,,,-1092.88,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,63862885093.0,,,,,,,,,,,,,,,,,,,,,,,,-83680839275.0,-82255820384.0,,1041713178315.0,,,,2047330675237.0,2049078435.0,,,,,,,,,,1410412207.0,,,,,376763699290.0,,,,,,,10342981640248.0,,,3732114827326.0,,,POM,1,2019
6019,2019.0,2.0,,13182.74,,,,,,,-259.63,,,,-6754.42,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,84550882329.0,,,,,,,,,,,,,,,,,,,,,,,,-48136127871.0,-49044076112.0,,-1538160133978.0,,,,1997573431004.0,1651633584.0,,,,,,,,,,-614294294.0,,,,,340176513239.0,,,,,,,11471321739335.0,,,3671967528007.0,,,POM,2,2019
6020,2019.0,3.0,,12756.15,,,,,,,-782.57,,,,-7849.64,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,98261768197.0,,,,,,,,,,,,,,,,,,,,,,,,-118579397789.0,-118982651095.0,,276516885651.0,,,,1949753904418.0,1254188731.0,,,,,,,,,,1.0,,,,,234441426746.0,,,,,,,11349082442899.0,,,3553144595673.0,,,POM,3,2019
6021,2019.0,4.0,,12550.2,,,,,,,-1105.97,,,,-2728.15,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,109511788306.0,,,,,,,,,,,,,,,,,,,,,,,,-57663806426.0,-51705856431.0,,-539977156201.0,,,,1913801455155.0,868326761.0,,,,,,,,,,6080300001.0,,,,,210303577436.0,,,,,,,11611658611197.0,,,3495778099106.0,,,POM,4,2019
6022,2020.0,1.0,,12366.98,,,,,,,-1005.62,,,,-7461.92,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,102296756539.0,,,,,,,,,,,,,,,,,,,,,,,,-55728523635.0,-55705956054.0,,-276849781713.0,,,,1981783913563.0,647981015.0,,,,,,,,,,1.0,,,,,81395581518.0,,,,,,,11469697379260.0,,,3444742775300.0,,,POM,1,2020
6023,2020.0,2.0,,12004.89,,,,,,,-1173.68,,,,-2087.79,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,107310028568.0,,,,,,,,,,,,,,,,,,,,,,,,-94949546288.0,-94843193467.0,,-41231196693.0,,,,1933445566173.0,467635270.0,,,,,,,,,,114309107.0,,,,,82597701286.0,,,,,,,10765150662949.0,,,3343883383497.0,,,POM,2,2020
6024,2020.0,3.0,,12103.1,,,,,,,-690.15,,,,1686.49,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,94582175692.0,,,,,,,,,,,,,,,,,,,,,,,,16104784257.0,15978595617.0,,1327819431317.0,,,,1864319794009.0,287289524.0,,,,,,,,,,-200567257.0,,,,,50278793870.0,,,,,,,10952381123510.0,,,3371239409316.0,,,POM,3,2020
6025,2020.0,4.0,,12599.85,,,,,,,33.48,,,,1211.77,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,87846212660.0,,,,,,,,,,,,,,,,,,,,,,,,143899224559.0,165998337761.0,,-672208616237.0,,,,1885361592936.0,389343783.0,,,,,,,,,,21617311682.0,,,,,93217356441.0,,,,,,,11380550601079.0,,,3509606804294.0,,,POM,4,2020
6026,2021.0,1.0,,12877.34,,,,,,,500.99,,,,1888.08,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,81997372859.0,,,,,,,,,,,,,,,,,,,,,,,,74492913296.0,80301690907.0,,-88465889659.0,,,,3135984968230.0,349129910.0,,,,,,,,,,5653231004.0,,,,,27556575318.0,,,,,,,12258418233465.0,,,3586899588988.0,,,POM,1,2021
6027,2021.0,2.0,,13303.22,,,,,,,1273.16,,,,3920.59,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,100923919759.0,,,,,,,,,,,,,,,,,,,,,,,,120132892320.0,139555340396.0,,524909134810.0,,,,3085775994157.0,535082704.0,,,,,,,,,,19068709240.0,,,,,448041913233.0,,,,,,,13328757143530.0,,,3705527018236.0,,,POM,2,2021
6028,2021.0,3.0,,13354.79,,,,,,,1227.95,,,,-855.8,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,78507998290.0,,,,,,,,,,,,,,,,,,,,,,,,3511654007.0,4132182277.0,,-2613382485.0,,,,3016775143294.0,491172113.0,,,,,,,,,,620528271.0,,,,,394701041792.0,,,,,,,13698166953792.0,,,3719889443745.0,,,POM,3,2021
6029,2021.0,4.0,,13344.58,,,,,,,714.65,,,,-1954.18,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,134206425572.0,,,,,,,,,,,,,,,,,,,,,,,,922369188.0,12355576585.0,,-978153780008.0,,,,1636445133196.0,239363156.0,,,,,,,,,,11720971466.0,,,,,394070247619.0,,,,,,,12684899592215.0,,,3717045865908.0,,,POM,4,2021
6030,2022.0,1.0,,13521.78,,,,,,,699.8,,,,-2659.48,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,98210474783.0,,,,,,,,,,,,,,,,,,,,,,,,70357014794.0,70679605082.0,,-284923038326.0,,,,2895073999506.0,411154211.0,,,,,,,,,,313880580.0,,,,,227320523070.0,,,,,,,14839512425848.0,,,3766405587189.0,,,POM,1,2022
6031,2022.0,2.0,,13175.08,,,,,,,-66.54,,,,-3568.41,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,107338977529.0,,,,,,,,,,,,,,,,,,,,,,,,-93324759274.0,-92281603777.0,,271732213499.0,,,,2858241787373.0,371145261.0,,,,,,,,,,1171641362.0,,,,,550809104625.0,,,,,,,16279849815524.0,,,3669833435220.0,,,POM,2,2022
6032,2022.0,3.0,,10810.87,,,,,,,-2648.39,,,,-3344.39,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,95892220022.0,,,,,,,,,,,,,,,,,,,,,,,,-715646495976.0,-714847112944.0,,59785802381.0,,,,1530928573544.0,172286305.0,,,,,,,,,,799383033.0,,,,,237611903159.0,,,,,,,11736376068919.0,,,3011298186751.0,,,POM,3,2022
6033,2022.0,4.0,,9042.37,,,,,,,-4300.93,,,,54.79,,,,,,,,,,,,,,,,,,,,,,0.96,0.0784372,0.3516266800000001,120278691.0,0.04470539,0.52523073,278543546.0,,,,,,,,144700680403.0,,,,,,,,,,,,,,,,,,,,,,,,-459382067364.0,-461539640609.0,,-31333598279.0,,,,1485645695758.0,157166656.0,,,,,,,,,,-671926948.0,,,,,206278304880.0,,,,,,,11028661332098.0,,,2518695086250.0,,,POM,4,2022
6034,2011.0,1.0,,5365.22,,,,,,,1358.16,,,,585.08,,,,,,,,,,,,,,,,,,,,,,1.73,0.08452945,0.47348411,42761250.0,0.07928268,0.36270376,76295802.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,36601092375.0,46875641603.0,,-15788422552.0,,,,79153213767.0,1417460210.0,,,,,,,,,,10274549229.0,,,,,150326492769.0,,,,,,,636113144491.0,,,409343905232.0,,,KSB,1,2011
6035,2011.0,2.0,,5139.51,,,,,,,1744.33,,,,453.41,,,,,,,,,,,,,,,,,,,,,,1.73,0.08452945,0.47348411,42761250.0,0.07928268,0.36270376,76295802.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,29462956428.0,41526002465.0,,20477778461.0,,,,79496423293.0,1388224757.0,,,,,,,,,,12063046038.0,,,,,110708337978.0,,,,,,,623984354786.0,,,392123201853.0,,,KSB,2,2011
6036,2011.0,3.0,,5439.49,,,,,,,1614.09,,,,172.32,,,,,,,,,,,,,,,,,,,,,,1.73,0.08452945,0.47348411,42761250.0,0.07928268,0.36270376,76295802.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,27512140383.0,36861980907.0,,15404946261.0,,,,99228692158.0,1358989304.0,,,,,,,,,,9349840525.0,,,,,121366744373.0,,,,,,,652701663015.0,,,415010462408.0,,,KSB,3,2011
6037,2011.0,4.0,,5539.86,,,,,,,1548.62,,,,323.98,,,,,,,,,,,,,,,,,,,,,,1.73,0.08452945,0.47348411,42761250.0,0.07928268,0.36270376,76295802.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,24576857832.0,34059179385.0,,4623889712.0,,,,95767405330.0,1358082856.0,,,,,,,,,,9482321554.0,,,,,103947106521.0,,,,,,,657348274498.0,,,422667833542.0,,,KSB,4,2011
6038,2012.0,1.0,,5755.83,,,,,,,1306.87,,,,641.77,,,,,,,,,,,,,,,,,,,,,,1.73,0.08452945,0.47348411,42761250.0,0.07928268,0.36270376,76295802.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,18156373613.0,24226431554.0,,8457766115.0,,,,91268746839.0,1330540231.0,,,,,,,,,,6070057942.0,,,,,113291393064.0,,,,,,,675914213957.0,,,439145969987.0,,,KSB,1,2012
6039,2012.0,2.0,,5667.0,,,,,,,1296.13,,,,568.04,,,,,,,,,,,,,,,,,,,,,,1.73,0.08452945,0.47348411,42761250.0,0.07928268,0.36270376,76295802.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,28643549868.0,38339765773.0,,14852333066.0,,,,90473223936.0,1302997606.0,,,,,,,,,,9696215906.0,,,,,95401897713.0,,,,,,,674002271280.0,,,432367987374.0,,,KSB,2,2012
6040,2012.0,3.0,,5944.9,,,,,,,1269.32,,,,659.77,,,,,,,,,,,,,,,,,,,,,,1.73,0.08452945,0.47348411,42761250.0,0.07928268,0.36270376,76295802.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,25467366913.0,34019366778.0,,22403531419.0,,,,93782758692.0,1275454981.0,,,,,,,,,,8551999866.0,,,,,115542810555.0,,,,,,,700522203972.0,,,453571049009.0,,,KSB,3,2012
6041,2012.0,4.0,,5869.76,,,,,,,1183.82,,,,708.17,,,,,,,,,,,,,,,,,,,,,,1.73,0.08452945,0.47348411,42761250.0,0.07928268,0.36270376,76295802.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,18052902383.0,23486108040.0,,8317139527.0,,,,115655493280.0,1247912373.0,,,,,,,,,,5433205658.0,,,,,89690721508.0,,,,,,,692930146091.0,,,447838032517.0,,,KSB,4,2012
6042,2013.0,1.0,,6042.04,,,,,,,1168.67,,,,425.42,,,,,,,,,,,,,,,,,,,,,,1.73,0.08452945,0.47348411,42761250.0,0.07928268,0.36270376,76295802.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,17000798609.0,22772846699.0,,-13115140054.0,,,,102562033585.0,1220369748.0,,,,,,,,,,5772048091.0,,,,,79986687167.0,,,,,,,699785143870.0,,,460981946718.0,,,KSB,1,2013
6043,2013.0,2.0,,5856.68,,,,,,,1079.05,,,,637.23,,,,,,,,,,,,,,,,,,,,,,1.73,0.08452945,0.47348411,42761250.0,0.07928268,0.36270376,76295802.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,21805961361.0,29574447857.0,,31012624913.0,,,,146046662520.0,1192827123.0,,,,,,,,,,7768486497.0,,,,,64256226759.0,,,,,,,691171236695.0,,,446839817761.0,,,KSB,2,2013
6044,2013.0,3.0,,6083.94,,,,,,,1019.03,,,,592.46,,,,,,,,,,,,,,,,,,,,,,1.73,0.08452945,0.47348411,42761250.0,0.07928268,0.36270376,76295802.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,20887991664.0,27806837526.0,,18987253875.0,,,,145227664016.0,1165284506.0,,,,,,,,,,6918845863.0,,,,,77031729821.0,,,,,,,704064782897.0,,,464179433757.0,,,KSB,3,2013
6045,2013.0,4.0,,5992.56,,,,,,,1097.33,,,,958.26,,,,,,,,,,,,,,,,,,,,,,1.73,0.08452945,0.47348411,42761250.0,0.07928268,0.36270376,76295802.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,24026566154.0,32355145501.0,,36226849684.0,,,,152110626140.0,1142955232.0,,,,,,,,,,8328579348.0,,,,,83664567397.0,,,,,,,690334537782.0,,,457207064919.0,,,KSB,4,2013
